,Accuracy,Loss
1,0.9454679439941046,0.19049609453858152
2,0.9491525423728814,0.18865088668427196
3,0.9469417833456153,0.18730774280335583
4,0.9454679439941046,0.18589844605430933
5,0.9410464259395726,0.1820134473604392
6,0.9447310243183493,0.1839562673293205
7,0.9447310243183493,0.19534279462327395
8,0.94620486366986,0.18703805928291756
9,0.9425202652910832,0.18729760401760456
10,0.9403095062638173,0.1907714973469685
11,0.9403095062638173,0.19982647629622816
12,0.9447310243183493,0.18223086024186888
13,0.9454679439941046,0.16717965747221178
14,0.9454679439941046,0.19106196455698646
15,0.9476787030213707,0.18223459026596164
16,0.9425202652910832,0.19634474166300195
17,0.9454679439941046,0.1915614677534797
18,0.9506263817243921,0.19013110449465598
19,0.9432571849668386,0.19217238953923652
20,0.9403095062638173,0.19447058270484702
