,Accuracy,Loss
1,0.9683124539425203,0.06788988357914087
2,0.974207811348563,0.07124179973512285
3,0.9771554900515844,0.06463680428694625
4,0.9705232129697863,0.07572355899362933
5,0.9727339719970524,0.06365685204719751
6,0.976418570375829,0.058762167081319164
7,0.974207811348563,0.07631957830096257
8,0.9661016949152542,0.07214193808988532
9,0.9661016949152542,0.07931882927870004
10,0.974207811348563,0.06856053496812149
11,0.9778924097273397,0.07510732246038004
12,0.9705232129697863,0.06618121758954082
13,0.974207811348563,0.06965945495042133
14,0.9786293294030951,0.06624576343741426
15,0.9675755342667649,0.06677761151151762
16,0.9712601326455417,0.06617209560908446
17,0.9727339719970524,0.07385212539748373
18,0.9668386145910096,0.0695486559668079
19,0.976418570375829,0.07311317538688196
20,0.9778924097273397,0.07003849066972294
