100:rest,0.36792452830188677
100:emotion,0.11320754716981132
100:gambling,0.14150943396226415
100:language,0.330188679245283
100:motor,0.09433962264150944
100:relational,0.09433962264150944
100:social,0.2169811320754717
100:wm,0.2641509433962264
200:rest,0.4528301886792453
200:emotion,0.10377358490566038
200:gambling,0.18867924528301888
200:language,0.4339622641509434
200:motor,0.16981132075471697
200:relational,0.1509433962264151
200:social,0.37735849056603776
200:wm,0.330188679245283
300:rest,0.5283018867924528
300:emotion,0.1320754716981132
300:gambling,0.27358490566037735
300:language,0.4811320754716981
300:motor,0.19811320754716982
300:relational,0.1792452830188679
300:social,0.49056603773584906
300:wm,0.37735849056603776
400:rest,0.6132075471698113
400:emotion,0.16981132075471697
400:gambling,0.330188679245283
400:language,0.5283018867924528
400:motor,0.22641509433962265
400:relational,0.2169811320754717
400:social,0.5
400:wm,0.3867924528301887
