1_100,0.3779411764705882
11_100,0.8463235294117647
21_100,0.85
31_100,0.8676470588235294
41_100,0.8705882352941177
51_100,0.8720588235294118
61_100,0.8727941176470588
71_100,0.8705882352941177
81_100,0.875
91_100,0.8705882352941177
101_100,0.8691176470588236
111_100,0.8625
121_100,0.8632352941176471
131_100,0.8639705882352942
141_100,0.8610294117647059
151_100,0.8566176470588235
161_100,0.8536764705882353
171_100,0.8477941176470588
181_100,0.8463235294117647
191_100,0.8492647058823529
201_100,0.8470588235294118
