,Accuracy,Loss
1,0.9046052631578947,0.31205927837090414
2,0.9144736842105263,0.25689740161426733
3,0.9046052631578947,0.2764313289376556
4,0.9243421052631579,0.2865461208781258
5,0.8980263157894737,0.318985854993101
6,0.9111842105263158,0.2848786858261609
7,0.9046052631578947,0.33472734005724797
8,0.9144736842105263,0.3191150006700735
9,0.8914473684210527,0.3127497932950004
10,0.9046052631578947,0.322942319463511
11,0.9046052631578947,0.26282020768181225
12,0.9046052631578947,0.30638818467249634
13,0.8980263157894737,0.33689584692970653
14,0.8980263157894737,0.3182683870440624
15,0.9144736842105263,0.3009907192871219
16,0.9078947368421053,0.3181955872989092
17,0.9078947368421053,0.30152980519122763
18,0.8947368421052632,0.31561977648344197
19,0.8980263157894737,0.31584360658145344
20,0.9243421052631579,0.2853496739121734
