,Accuracy,Loss
1,0.9967105263157895,0.056167200207710266
2,0.993421052631579,0.04783168948087536
3,1.0,0.052501769095170694
4,1.0,0.05050107665726396
5,1.0,0.05581137806665702
6,1.0,0.05756875213052406
7,1.0,0.0578596616377596
8,1.0,0.06131638244527285
9,0.9967105263157895,0.0439790631415414
10,1.0,0.060713924833985626
11,1.0,0.06264702169621578
12,1.0,0.046041586115712026
13,0.9967105263157895,0.047419801598689595
14,1.0,0.05122961079488035
15,1.0,0.05573417417338637
16,0.9967105263157895,0.05592049585014093
17,1.0,0.05078356065711037
18,0.9967105263157895,0.05151317818242995
19,1.0,0.05367167636019285
20,1.0,0.05742013088015259
