,Accuracy,Loss
1,0.8859649122807017,0.4005014568894774
2,0.8947368421052632,0.40076430485798764
3,0.8859649122807017,0.39777363984139413
4,0.8903508771929824,0.40353367027345594
5,0.8859649122807017,0.40040960089190974
6,0.881578947368421,0.4049061320640229
7,0.881578947368421,0.4029857948586181
8,0.881578947368421,0.41590728471567345
9,0.8903508771929824,0.4013927618225852
10,0.881578947368421,0.40678237034724307
11,0.8903508771929824,0.4002425664073818
12,0.8859649122807017,0.4210723690934234
13,0.8859649122807017,0.40888974889294133
14,0.8771929824561403,0.4117878374162611
15,0.8859649122807017,0.39978843010388887
16,0.8771929824561403,0.40334836729280243
17,0.881578947368421,0.4098058166084709
18,0.881578947368421,0.40264128099431046
19,0.8859649122807017,0.40631600002666096
20,0.8771929824561403,0.4152210865701948
