,Accuracy,Loss
1,0.9432571849668386,0.18550780648794402
2,0.9395725865880619,0.18704198350234585
3,0.9439941046425939,0.1861595659350383
4,0.9432571849668386,0.19821453843656825
5,0.9432571849668386,0.19147619064451363
6,0.941783345615328,0.19218079792421386
7,0.9388356669123066,0.1950635093077331
8,0.9358879882092852,0.17675381994928005
9,0.9336772291820191,0.1961258929737365
10,0.9425202652910832,0.19284606364111434
11,0.9395725865880619,0.1830614491281808
12,0.9358879882092852,0.18234163371787765
13,0.941783345615328,0.18863122807352584
14,0.9425202652910832,0.18989446789410452
15,0.9439941046425939,0.1839510969694148
16,0.9403095062638173,0.20282352728079694
17,0.9403095062638173,0.1883343446649899
18,0.9351510685335298,0.18047181639003929
19,0.9395725865880619,0.18823653215312605
20,0.941783345615328,0.19145008814598316
