PctComps,Loss
0.05,0.218233698
0.1,0.286414001
0.15,0.300674471
0.2,0.262645555
0.25,0.285745654
0.3,0.290027501
0.35,0.335120734
0.4,0.313416524
0.45,0.367967659
0.5,0.274098924
0.55,0.301735218
0.6,0.356882963
0.65,0.274208319
0.7,0.346127785
0.75,0.33842624
0.8,0.422913592
0.85,0.326990451
0.9,0.315871446
0.95,0.392199725
