,Accuracy,Loss
0.025,0.868421052631579,0.3525636440417806
0.05,0.9210526315789473,0.2786423436930922
0.07500000000000001,0.9342105263157895,0.34320050038275174
0.1,0.875,0.4532051877897294
0.125,0.8881578947368421,0.40207535614732837
0.15,0.9210526315789473,0.33804699387706694
0.17500000000000002,0.8552631578947368,0.3016441303198455
0.2,0.8486842105263158,0.3923244124553243
0.225,0.881578947368421,0.31000875571712116
0.25,0.881578947368421,0.519998351081473
0.275,0.8486842105263158,0.4002075835329587
0.30000000000000004,0.8947368421052632,0.43273459057338903
0.32500000000000007,0.9407894736842105,0.3217984027549869
0.35000000000000003,0.8486842105263158,0.5120031569824844
0.37500000000000006,0.8157894736842105,0.43957000286852727
0.4,0.8355263157894737,0.45051264323172024
0.42500000000000004,0.8947368421052632,0.48867153241986133
0.45000000000000007,0.868421052631579,0.5574500844126842
0.47500000000000003,0.8618421052631579,0.4769259476270832
0.5,0.8552631578947368,0.412246291266113
0.525,0.8881578947368421,0.4312785648908771
0.55,0.8881578947368421,0.5027390327609953
0.5750000000000001,0.8881578947368421,0.36825131099732195
0.6000000000000001,0.875,0.31761445447069697
0.6250000000000001,0.8289473684210527,0.4366005297567024
0.65,0.8552631578947368,0.34669973518027636
0.675,0.9013157894736842,0.3471967387394827
0.7000000000000001,0.8486842105263158,0.38922473104273686
0.7250000000000001,0.8486842105263158,0.45588208417423437
0.7500000000000001,0.8881578947368421,0.3943127916484583
0.775,0.8223684210526315,0.3876988731446813
0.8,0.8618421052631579,0.3601574287062786
0.8250000000000001,0.8421052631578947,0.41784160791850483
0.8500000000000001,0.8223684210526315,0.45472586936638004
0.8750000000000001,0.8618421052631579,0.30601349595140237
0.9,0.8092105263157895,0.4380902262007604
0.925,0.8421052631578947,0.4135810161223177
0.9500000000000001,0.8355263157894737,0.5198114465494625
0.9750000000000001,0.8947368421052632,0.4013078369078089
