,Accuracy,Loss
1,0.9166666666666666,0.4428139626979828
2,0.8991228070175439,0.47986426098006113
3,0.9078947368421053,0.493988661975651
4,0.8859649122807017,0.4815123952352084
5,0.9035087719298246,0.46161293786960644
6,0.8991228070175439,0.5023245506889218
7,0.8947368421052632,0.5013321202534896
8,0.8771929824561403,0.47050110357148306
9,0.8859649122807017,0.4508827865778745
10,0.8947368421052632,0.4974159247927613
11,0.8991228070175439,0.45435481510319553
12,0.8859649122807017,0.4791032727603074
13,0.8991228070175439,0.4987143065248217
14,0.881578947368421,0.4725981079615079
15,0.8859649122807017,0.4974960851800311
16,0.881578947368421,0.46356077803360235
17,0.8903508771929824,0.4814463529612992
18,0.8903508771929824,0.4900134277867747
19,0.9166666666666666,0.4202556615019893
20,0.8991228070175439,0.48805795921074163
