,Accuracy,Loss
1,0.125,2.080050081014633
2,0.10855263157894737,2.0801443308591843
3,0.13486842105263158,2.078790783882141
4,0.14473684210526316,2.078307181596756
5,0.12828947368421054,2.0797037333250046
6,0.125,2.0802474170923233
7,0.13815789473684212,2.0797387957572937
8,0.11842105263157894,2.080508142709732
9,0.15460526315789475,2.0810501873493195
10,0.12171052631578948,2.079929918050766
11,0.14144736842105263,2.080537512898445
12,0.1513157894736842,2.0797777324914932
13,0.12828947368421054,2.080422893166542
14,0.125,2.0791817605495453
15,0.125,2.0808532685041428
16,0.13157894736842105,2.079151824116707
17,0.11513157894736842,2.080585166811943
18,0.125,2.07996878772974
19,0.14802631578947367,2.0796141177415848
20,0.13157894736842105,2.079928994178772
