,Accuracy,Loss
0.025,0.9572368421052632,0.19290643979291447
0.05,0.9473684210526315,0.2513668967075035
0.07500000000000001,0.9375,0.21059177009785762
0.1,0.944078947368421,0.2318424455455092
0.125,0.9407894736842105,0.1796589312983341
0.15,0.9177631578947368,0.27038778047092626
0.17500000000000002,0.9243421052631579,0.2313634186494546
0.2,0.930921052631579,0.23522673327414717
0.225,0.944078947368421,0.16755915665235677
0.25,0.9046052631578947,0.21543661395057304
0.275,0.8881578947368421,0.17457957248218725
0.30000000000000004,0.9375,0.1824947678651966
0.32500000000000007,0.9276315789473685,0.3438564040621773
0.35000000000000003,0.9375,0.2856976878447611
0.37500000000000006,0.9375,0.23821729714753198
0.4,0.9078947368421053,0.17428277555059213
0.42500000000000004,0.9342105263157895,0.2985711175887311
0.45000000000000007,0.9210526315789473,0.31123540929106414
0.47500000000000003,0.8947368421052632,0.2911419086768979
0.5,0.9013157894736842,0.3482509538775585
0.525,0.9144736842105263,0.24050955107954683
0.55,0.9243421052631579,0.2832843104346854
0.5750000000000001,0.9046052631578947,0.2307068549218725
0.6000000000000001,0.9078947368421053,0.25928913862978825
0.6250000000000001,0.8881578947368421,0.3444658703491336
0.65,0.9111842105263158,0.4118782985405844
0.675,0.9013157894736842,0.27974899577312784
0.7000000000000001,0.8881578947368421,0.2955777224947195
0.7250000000000001,0.8980263157894737,0.29061860334677775
0.7500000000000001,0.9276315789473685,0.27015573958881567
0.775,0.930921052631579,0.30936608158174106
0.8,0.9046052631578947,0.24418152746607047
0.8250000000000001,0.9144736842105263,0.31482050262513706
0.8500000000000001,0.9144736842105263,0.31327964976185657
0.8750000000000001,0.9177631578947368,0.33832026114229297
0.9,0.9210526315789473,0.3105322103031346
0.925,0.9375,0.3342273235321045
0.9500000000000001,0.8980263157894737,0.3012907368237855
0.9750000000000001,0.9210526315789473,0.2815984145539706
