,Accuracy,Loss
1,0.930921052631579,0.24609423172278483
2,0.9276315789473685,0.23994960452689498
3,0.9210526315789473,0.2541559211543349
4,0.9276315789473685,0.2647246864975476
5,0.9276315789473685,0.25025243251050105
6,0.9276315789473685,0.25040607569647616
7,0.9243421052631579,0.25172161958256706
8,0.9375,0.2509251901360809
9,0.930921052631579,0.24844510828862426
10,0.9276315789473685,0.25008594696639014
11,0.930921052631579,0.22930425600927384
12,0.9243421052631579,0.2413289634907832
13,0.9375,0.24950399652856295
14,0.9276315789473685,0.25912531086655916
15,0.9342105263157895,0.2515176114488821
16,0.930921052631579,0.25419777631759644
17,0.930921052631579,0.24278775297227453
18,0.930921052631579,0.24660076078821402
19,0.9210526315789473,0.26185499156107667
20,0.930921052631579,0.25051865225932635
