,Accuracy,Loss
1,0.9535740604274134,0.09670917312125804
2,0.9579955784819455,0.09751434296259784
3,0.9543109801031687,0.0986276526436292
4,0.9565217391304348,0.09551489951421763
5,0.9587324981577008,0.0929928125940524
6,0.9565217391304348,0.09338307159079812
7,0.9572586588061901,0.09892993078019957
8,0.9602063375092115,0.09829672849282595
9,0.952837140751658,0.0935523919486758
10,0.9557848194546794,0.10169443740590062
11,0.9609432571849669,0.09487343266688658
12,0.9602063375092115,0.09550474409844116
13,0.9579955784819455,0.09249077464966704
14,0.9579955784819455,0.09588063264721884
15,0.9572586588061901,0.09884147043468544
16,0.9557848194546794,0.10188710424040563
17,0.9572586588061901,0.09048704877770189
18,0.9587324981577008,0.09647526804007878
19,0.9513633014001474,0.09609215367674608
20,0.9550478997789241,0.0929779339629752
