,Accuracy,Loss
0.025,0.9342105263157895,0.29988961337042636
0.05,0.9046052631578947,0.2500428821219773
0.07500000000000001,0.9506578947368421,0.1664563759428556
0.1,0.9506578947368421,0.17234264436315316
0.125,0.944078947368421,0.28972057827183456
0.15,0.9144736842105263,0.1837727349312579
0.17500000000000002,0.944078947368421,0.1898341540430413
0.2,0.9342105263157895,0.28985435063721704
0.225,0.9407894736842105,0.1984250985208105
0.25,0.9210526315789473,0.3604142470437972
0.275,0.930921052631579,0.2872580739318347
0.30000000000000004,0.9407894736842105,0.20453003781740783
0.32500000000000007,0.9177631578947368,0.24795649286176338
0.35000000000000003,0.9605263157894737,0.24405776770388493
0.37500000000000006,0.9046052631578947,0.3658641987159604
0.4,0.9276315789473685,0.24545634086014795
0.42500000000000004,0.9046052631578947,0.3995460838568015
0.45000000000000007,0.9407894736842105,0.2535715552627063
0.47500000000000003,0.9144736842105263,0.30868643913112703
0.5,0.9276315789473685,0.34373429368753905
0.525,0.9013157894736842,0.4132078377926936
0.55,0.9111842105263158,0.2675975375488156
0.5750000000000001,0.9078947368421053,0.32445337830996906
0.6000000000000001,0.930921052631579,0.2580876379716592
0.6250000000000001,0.8881578947368421,0.32585204038463655
0.65,0.8848684210526315,0.3902482966907689
0.675,0.9111842105263158,0.2907057668341965
0.7000000000000001,0.8782894736842105,0.264644702927011
0.7250000000000001,0.8914473684210527,0.2536327027883686
0.7500000000000001,0.9177631578947368,0.32114933553289193
0.775,0.9144736842105263,0.3234902591001792
0.8,0.8947368421052632,0.35995275563881046
0.8250000000000001,0.9276315789473685,0.2826530864981354
0.8500000000000001,0.930921052631579,0.2666484430188038
0.8750000000000001,0.9111842105263158,0.40474943059389706
0.9,0.8881578947368421,0.3507164022961601
0.925,0.881578947368421,0.4643352578897945
0.9500000000000001,0.881578947368421,0.27573297062858204
0.9750000000000001,0.9144736842105263,0.36021472391535025
