,Accuracy,Loss
0.025,0.9375,0.19490951201954826
0.05,0.9506578947368421,0.2824533786930022
0.07500000000000001,0.9605263157894737,0.2033289065126513
0.1,0.9078947368421053,0.32460360742006145
0.125,0.9111842105263158,0.2670569312377054
0.15,0.9276315789473685,0.2342354733435834
0.17500000000000002,0.9605263157894737,0.22974835849199138
0.2,0.9177631578947368,0.2797652756581541
0.225,0.9276315789473685,0.24395340192513387
0.25,0.9407894736842105,0.23246728201381495
0.275,0.9342105263157895,0.2703807002208272
0.30000000000000004,0.8947368421052632,0.2559957093879825
0.32500000000000007,0.8881578947368421,0.25992733240127563
0.35000000000000003,0.9210526315789473,0.30291744529223835
0.37500000000000006,0.9111842105263158,0.1953827465166811
0.4,0.9177631578947368,0.3067821811457149
0.42500000000000004,0.8881578947368421,0.3089884617289559
0.45000000000000007,0.9078947368421053,0.3957047306123327
0.47500000000000003,0.9276315789473685,0.1800863420377012
0.5,0.9144736842105263,0.3216168665495075
0.525,0.8848684210526315,0.3641100437914739
0.55,0.8848684210526315,0.2474817985393962
0.5750000000000001,0.9506578947368421,0.3912394906653733
0.6000000000000001,0.9078947368421053,0.24195551774540885
0.6250000000000001,0.9210526315789473,0.3426803936723803
0.65,0.9177631578947368,0.2658058385379979
0.675,0.8947368421052632,0.24526956433155497
0.7000000000000001,0.944078947368421,0.2987173141026106
0.7250000000000001,0.9111842105263158,0.268452669753403
0.7500000000000001,0.9375,0.3349367301972186
0.775,0.8980263157894737,0.29117861536682627
0.8,0.9144736842105263,0.4643788318165013
0.8250000000000001,0.9210526315789473,0.25457523201332716
0.8500000000000001,0.9013157894736842,0.3281179988970522
0.8750000000000001,0.8848684210526315,0.3519134042692966
0.9,0.8914473684210527,0.2671381205808921
0.925,0.9177631578947368,0.30026835887158504
0.9500000000000001,0.9177631578947368,0.3150420814264016
0.9750000000000001,0.9375,0.20569085488553907
